iteration,current_obj,best_obj,temperature,destroy_op,repair_op,outcome,coverage_pct
360,286453264.6754502,274434724.3301893,2871529.9503671215,random,greedy,rejected,98.18181818181819
361,286453264.6754502,274434724.3301893,2865786.8904663874,time_window,greedy,accepted_worse,100.0
362,286453264.6754502,274434724.3301893,2860055.3166854545,time_window,regret,rejected,100.0
363,286453264.6754502,274434724.3301893,2854335.2060520835,time_window,greedy,accepted_worse,100.0
364,286453264.6754502,274434724.3301893,2848626.5356399794,time_window,risk_priority,rejected,100.0
365,290482398.88597673,274434724.3301893,2842929.282568699,time_window,risk_priority,accepted_worse,100.0
366,290482398.88597673,274434724.3301893,2837243.424003562,time_window,risk_priority,rejected,97.27272727272727
367,290482398.88597673,274434724.3301893,2831568.937155555,time_window,risk_priority,rejected,100.0
368,290482398.88597673,274434724.3301893,2825905.7992812437,time_window,greedy,accepted_worse,100.0
369,290482398.88597673,274434724.3301893,2820253.987682681,time_window,greedy,rejected,98.18181818181819
370,290482398.88597673,274434724.3301893,2814613.4797073156,spatial,greedy,rejected,98.18181818181819
371,290482398.88597673,274434724.3301893,2808984.252747901,time_window,regret,rejected,100.0
372,290482398.88597673,274434724.3301893,2803366.284242405,time_window,risk_priority,rejected,100.0
373,290482398.88597673,274434724.3301893,2797759.5516739204,time_window,regret,rejected,100.0
374,290482398.88597673,274434724.3301893,2792164.0325705726,time_window,risk_priority,rejected,100.0
375,290482398.88597673,274434724.3301893,2786579.7045054315,time_window,greedy,rejected,100.0
376,290482398.88597673,274434724.3301893,2781006.5450964207,time_window,greedy,accepted_worse,100.0
377,290482398.88597673,274434724.3301893,2775444.532006228,time_window,risk_priority,rejected,100.0
378,290482398.88597673,274434724.3301893,2769893.6429422153,time_window,risk_priority,rejected,100.0
379,290482398.88597673,274434724.3301893,2764353.855656331,time_window,risk_priority,rejected,97.27272727272727
380,290482398.88597673,274434724.3301893,2758825.1479450185,time_window,greedy,accepted_worse,100.0
381,290482398.88597673,274434724.3301893,2753307.4976491285,time_window,greedy,accepted_worse,100.0
382,290482398.88597673,274434724.3301893,2747800.88265383,time_window,risk_priority,rejected,100.0
383,290482398.88597673,274434724.3301893,2742305.2808885225,time_window,risk_priority,rejected,95.45454545454545
384,290482398.88597673,274434724.3301893,2736820.6703267456,time_window,regret,rejected,100.0
385,290482398.88597673,274434724.3301893,2731347.028986092,time_window,risk_priority,rejected,95.45454545454545
386,285317415.5554507,274434724.3301893,2725884.33492812,time_window,risk_priority,improvement,100.0
387,285317415.5554507,274434724.3301893,2720432.566258264,time_window,greedy,accepted_worse,100.0
388,285317415.5554507,274434724.3301893,2714991.701125747,time_window,risk_priority,rejected,100.0
389,285112296.69439805,274434724.3301893,2709561.7177234953,time_window,risk_priority,improvement,100.0
390,285112296.69439805,274434724.3301893,2704142.5942880483,time_window,greedy,accepted_worse,100.0
391,285112296.69439805,274434724.3301893,2698734.309099472,time_window,greedy,accepted_worse,100.0
392,285112296.69439805,274434724.3301893,2693336.8404812734,time_window,greedy,accepted_worse,100.0
393,285112296.69439805,274434724.3301893,2687950.166800311,time_window,risk_priority,accepted_worse,100.0
394,285112296.69439805,274434724.3301893,2682574.2664667103,time_window,risk_priority,rejected,100.0
395,285112296.69439805,274434724.3301893,2677209.1179337767,time_window,risk_priority,rejected,100.0
396,285112296.69439805,274434724.3301893,2671854.699697909,time_window,greedy,accepted_worse,100.0
397,285112296.69439805,274434724.3301893,2666510.9902985133,time_window,greedy,accepted_worse,100.0
398,285112296.69439805,274434724.3301893,2661177.968317916,time_window,risk_priority,rejected,100.0
399,288032738.3596611,274434724.3301893,2655855.6123812804,time_window,risk_priority,accepted_worse,100.0
400,288032738.3596611,274434724.3301893,2650543.9011565177,time_window,risk_priority,rejected,100.0
401,288032738.3596611,274434724.3301893,2645242.8133542044,time_window,greedy,accepted_worse,100.0
402,288032738.3596611,274434724.3301893,2639952.327727496,time_window,greedy,accepted_worse,100.0
403,288032738.3596611,274434724.3301893,2634672.423072041,time_window,risk_priority,rejected,100.0
404,288032738.3596611,274434724.3301893,2629403.0782258967,time_window,greedy,accepted_worse,100.0
405,288032738.3596611,274434724.3301893,2624144.272069445,time_window,greedy,accepted_worse,100.0
406,288032738.3596611,274434724.3301893,2618895.983525306,time_window,risk_priority,accepted_worse,100.0
407,288032738.3596611,274434724.3301893,2613658.1915582553,time_window,risk_priority,rejected,100.0
408,288032738.3596611,274434724.3301893,2608430.875175139,time_window,greedy,accepted_worse,100.0
409,288032738.3596611,274434724.3301893,2603214.0134247886,time_window,greedy,rejected,98.18181818181819
410,287918977.83334476,274434724.3301893,2598007.585397939,time_window,risk_priority,improvement,100.0
411,289819551.0775555,274434724.3301893,2592811.5702271434,time_window,risk_priority,accepted_worse,100.0
412,281204455.68913525,274434724.3301893,2587625.947086689,time_window,risk_priority,improvement,100.0
413,281204455.68913525,274434724.3301893,2582450.695192516,time_window,greedy,accepted_worse,100.0
414,281204455.68913525,274434724.3301893,2577285.793802131,time_window,greedy,rejected,100.0
415,281204455.68913525,274434724.3301893,2572131.2222145265,time_window,risk_priority,rejected,100.0
416,281204455.68913525,274434724.3301893,2566986.9597700974,time_window,regret,rejected,100.0
417,281204455.68913525,274434724.3301893,2561852.985850557,time_window,risk_priority,rejected,100.0
418,281204455.68913525,274434724.3301893,2556729.279878856,time_window,greedy,accepted_worse,100.0
419,281204455.68913525,274434724.3301893,2551615.8213190986,time_window,risk_priority,rejected,100.0
420,281204455.68913525,274434724.3301893,2546512.5896764603,time_window,greedy,accepted_worse,100.0
421,281204455.68913525,274434724.3301893,2541419.564497107,time_window,greedy,accepted_worse,100.0
422,281204455.68913525,274434724.3301893,2536336.725368113,time_window,greedy,accepted_worse,100.0
423,281204455.68913525,274434724.3301893,2531264.0519173765,time_window,greedy,accepted_worse,100.0
424,281204455.68913525,274434724.3301893,2526201.5238135415,time_window,greedy,accepted_worse,100.0
425,285052105.4691346,274434724.3301893,2521149.120765914,time_window,risk_priority,accepted_worse,100.0
426,285052105.4691346,274434724.3301893,2516106.8225243823,random,risk_priority,rejected,100.0
427,281850133.32492423,274434724.3301893,2511074.6088793334,time_window,risk_priority,improvement,100.0
428,281850133.32492423,274434724.3301893,2506052.4596615746,time_window,greedy,accepted_worse,100.0
429,281850133.32492423,274434724.3301893,2501040.3547422513,time_window,greedy,accepted_worse,100.0
430,281850133.32492423,274434724.3301893,2496038.274032767,time_window,greedy,accepted_worse,100.0
431,281850133.32492423,274434724.3301893,2491046.1974847014,time_window,greedy,accepted_worse,100.0
432,281850133.32492423,274434724.3301893,2486064.105089732,time_window,greedy,rejected,98.18181818181819
433,281850133.32492423,274434724.3301893,2481091.9768795525,time_window,greedy,rejected,98.18181818181819
434,281850133.32492423,274434724.3301893,2476129.792925793,time_window,risk_priority,rejected,100.0
435,281850133.32492423,274434724.3301893,2471177.5333399414,time_window,greedy,accepted_worse,100.0
436,281850133.32492423,274434724.3301893,2466235.1782732615,time_window,greedy,accepted_worse,100.0
437,281850133.32492423,274434724.3301893,2461302.707916715,time_window,risk_priority,rejected,100.0
438,281850133.32492423,274434724.3301893,2456380.1025008815,worst,greedy,rejected,99.0909090909091
439,281850133.32492423,274434724.3301893,2451467.34229588,time_window,greedy,rejected,100.0
440,281850133.32492423,274434724.3301893,2446564.407611288,time_window,greedy,accepted_worse,100.0
441,281850133.32492423,274434724.3301893,2441671.2787960656,time_window,greedy,accepted_worse,100.0
442,281850133.32492423,274434724.3301893,2436787.9362384733,time_window,greedy,rejected,100.0
443,281850133.32492423,274434724.3301893,2431914.360365996,time_window,greedy,rejected,100.0
444,281850133.32492423,274434724.3301893,2427050.531645264,time_window,greedy,accepted_worse,100.0
445,281850133.32492423,274434724.3301893,2422196.4305819734,time_window,risk_priority,rejected,97.27272727272727
446,281850133.32492423,274434724.3301893,2417352.037720809,worst,risk_priority,rejected,98.18181818181819
447,281850133.32492423,274434724.3301893,2412517.3336453675,time_window,greedy,accepted_worse,100.0
448,282011975.4301874,274434724.3301893,2407692.298978077,time_window,risk_priority,accepted_worse,100.0
449,282011975.4301874,274434724.3301893,2402876.9143801206,time_window,greedy,accepted_worse,100.0
450,282011975.4301874,274434724.3301893,2398071.1605513603,time_window,greedy,accepted_worse,100.0
451,282011975.4301874,274434724.3301893,2393275.0182302576,time_window,greedy,rejected,100.0
452,282011975.4301874,274434724.3301893,2388488.468193797,time_window,risk_priority,accepted_worse,100.0
453,282011975.4301874,274434724.3301893,2383711.491257409,time_window,regret,rejected,100.0
454,282011975.4301874,274434724.3301893,2378944.0682748943,worst,greedy,rejected,100.0
455,282011975.4301874,274434724.3301893,2374186.1801383444,time_window,risk_priority,rejected,100.0
456,282011975.4301874,274434724.3301893,2369437.807778068,time_window,greedy,accepted_worse,100.0
457,282011975.4301874,274434724.3301893,2364698.9321625116,time_window,greedy,accepted_worse,100.0
458,282011975.4301874,274434724.3301893,2359969.5342981867,spatial,greedy,rejected,100.0
459,282011975.4301874,274434724.3301893,2355249.5952295903,time_window,risk_priority,rejected,100.0
460,282011975.4301874,274434724.3301893,2350539.0960391313,worst,risk_priority,rejected,98.18181818181819
461,282011975.4301874,274434724.3301893,2345838.0178470532,time_window,greedy,accepted_worse,100.0
462,282011975.4301874,274434724.3301893,2341146.341811359,time_window,risk_priority,rejected,100.0
463,282011975.4301874,274434724.3301893,2336464.049127736,time_window,risk_priority,rejected,100.0
464,282011975.4301874,274434724.3301893,2331791.121029481,random,risk_priority,rejected,100.0
465,282011975.4301874,274434724.3301893,2327127.538787422,time_window,risk_priority,rejected,100.0
466,282011975.4301874,274434724.3301893,2322473.283709847,time_window,risk_priority,rejected,100.0
467,282011975.4301874,274434724.3301893,2317828.337142427,time_window,risk_priority,rejected,100.0
468,282011975.4301874,274434724.3301893,2313192.680468142,time_window,regret,rejected,100.0
469,282011975.4301874,274434724.3301893,2308566.295107206,time_window,greedy,rejected,98.18181818181819
470,282011975.4301874,274434724.3301893,2303949.1625169916,time_window,greedy,rejected,100.0
471,282011975.4301874,274434724.3301893,2299341.2641919577,time_window,risk_priority,rejected,100.0
472,282011975.4301874,274434724.3301893,2294742.5816635736,time_window,risk_priority,rejected,100.0
473,282011975.4301874,274434724.3301893,2290153.0965002463,time_window,risk_priority,rejected,100.0
474,282011975.4301874,274434724.3301893,2285572.7903072457,random,risk_priority,rejected,100.0
475,282011975.4301874,274434724.3301893,2281001.644726631,time_window,risk_priority,rejected,100.0
476,282011975.4301874,274434724.3301893,2276439.641437178,time_window,risk_priority,rejected,95.45454545454545
477,282011975.4301874,274434724.3301893,2271886.7621543035,time_window,risk_priority,rejected,100.0
478,282011975.4301874,274434724.3301893,2267342.988629995,time_window,risk_priority,rejected,100.0
479,282011975.4301874,274434724.3301893,2262808.302652735,time_window,greedy,accepted_worse,100.0
480,282011975.4301874,274434724.3301893,2258282.686047429,time_window,greedy,accepted_worse,100.0
481,282011975.4301874,274434724.3301893,2253766.1206753342,time_window,greedy,accepted_worse,100.0
482,282011975.4301874,274434724.3301893,2249258.5884339837,time_window,greedy,accepted_worse,100.0
483,282011975.4301874,274434724.3301893,2244760.071257116,time_window,greedy,accepted_worse,100.0
484,282011975.4301874,274434724.3301893,2240270.5511146015,time_window,greedy,accepted_worse,100.0
485,282011975.4301874,274434724.3301893,2235790.0100123724,time_window,greedy,rejected,98.18181818181819
486,282011975.4301874,274434724.3301893,2231318.4299923475,time_window,greedy,accepted_worse,100.0
487,282011975.4301874,274434724.3301893,2226855.793132363,time_window,greedy,rejected,98.18181818181819
488,282011975.4301874,274434724.3301893,2222402.081546098,time_window,greedy,accepted_worse,100.0
489,282011975.4301874,274434724.3301893,2217957.2773830057,time_window,greedy,accepted_worse,100.0
490,282011975.4301874,274434724.3301893,2213521.36282824,time_window,greedy,accepted_worse,100.0
491,282011975.4301874,274434724.3301893,2209094.320102583,time_window,greedy,rejected,100.0
492,282011975.4301874,274434724.3301893,2204676.131462378,time_window,greedy,accepted_worse,100.0
493,282011975.4301874,274434724.3301893,2200266.779199453,time_window,greedy,rejected,98.18181818181819
494,282011975.4301874,274434724.3301893,2195866.245641054,time_window,greedy,rejected,98.18181818181819
495,282011975.4301874,274434724.3301893,2191474.513149772,time_window,greedy,rejected,100.0
496,282011975.4301874,274434724.3301893,2187091.564123472,time_window,risk_priority,rejected,100.0
497,282011975.4301874,274434724.3301893,2182717.380995225,time_window,risk_priority,rejected,100.0
498,282011975.4301874,274434724.3301893,2178351.946233235,spatial,greedy,rejected,100.0
499,282011975.4301874,274434724.3301893,2173995.242340768,time_window,risk_priority,rejected,100.0
500,282011975.4301874,274434724.3301893,2169647.251856087,time_window,greedy,rejected,100.0
501,282011975.4301874,274434724.3301893,2165307.9573523747,time_window,greedy,rejected,98.18181818181819
502,282011975.4301874,274434724.3301893,2160977.34143767,time_window,risk_priority,rejected,100.0
503,282011975.4301874,274434724.3301893,2156655.3867547945,time_window,greedy,accepted_worse,100.0
504,282011975.4301874,274434724.3301893,2152342.075981285,time_window,greedy,accepted_worse,100.0
505,282011975.4301874,274434724.3301893,2148037.3918293226,time_window,greedy,rejected,100.0
506,282011975.4301874,274434724.3301893,2143741.317045664,time_window,risk_priority,rejected,100.0
507,282011975.4301874,274434724.3301893,2139453.8344115727,time_window,greedy,accepted_worse,100.0
508,282011975.4301874,274434724.3301893,2135174.9267427493,time_window,greedy,accepted_worse,100.0
509,282011975.4301874,274434724.3301893,2130904.576889264,time_window,greedy,rejected,100.0
510,282011975.4301874,274434724.3301893,2126642.7677354855,time_window,greedy,accepted_worse,100.0
511,282011975.4301874,274434724.3301893,2122389.4822000144,time_window,risk_priority,accepted_worse,100.0
512,282011975.4301874,274434724.3301893,2118144.7032356146,time_window,greedy,rejected,98.18181818181819
513,282011975.4301874,274434724.3301893,2113908.413829143,time_window,risk_priority,rejected,100.0
514,282011975.4301874,274434724.3301893,2109680.597001485,time_window,greedy,accepted_worse,100.0
515,282011975.4301874,274434724.3301893,2105461.235807482,time_window,risk_priority,rejected,100.0
516,282011975.4301874,274434724.3301893,2101250.313335867,time_window,risk_priority,accepted_worse,100.0
517,282011975.4301874,274434724.3301893,2097047.8127091953,time_window,risk_priority,rejected,100.0
518,282011975.4301874,274434724.3301893,2092853.7170837768,time_window,greedy,rejected,100.0
519,282011975.4301874,274434724.3301893,2088668.0096496092,time_window,risk_priority,accepted_worse,100.0
520,282011975.4301874,274434724.3301893,2084490.67363031,time_window,greedy,accepted_worse,100.0
521,282011975.4301874,274434724.3301893,2080321.6922830495,time_window,greedy,accepted_worse,100.0
522,282011975.4301874,274434724.3301893,2076161.0488984834,time_window,risk_priority,rejected,97.27272727272727
523,282011975.4301874,274434724.3301893,2072008.7268006864,time_window,greedy,accepted_worse,100.0
524,282011975.4301874,274434724.3301893,2067864.709347085,time_window,greedy,accepted_worse,100.0
525,282011975.4301874,274434724.3301893,2063728.9799283908,time_window,greedy,accepted_worse,100.0
526,282011975.4301874,274434724.3301893,2059601.521968534,time_window,greedy,accepted_worse,100.0
527,282011975.4301874,274434724.3301893,2055482.318924597,time_window,risk_priority,rejected,100.0
528,282011975.4301874,274434724.3301893,2051371.3542867478,time_window,risk_priority,rejected,95.45454545454545
529,282011975.4301874,274434724.3301893,2047268.6115781742,time_window,greedy,accepted_worse,100.0
530,282011975.4301874,274434724.3301893,2043174.0743550179,time_window,greedy,accepted_worse,100.0
531,282011975.4301874,274434724.3301893,2039087.7262063078,time_window,risk_priority,rejected,100.0
532,282011975.4301874,274434724.3301893,2035009.5507538952,time_window,risk_priority,rejected,100.0
533,282011975.4301874,274434724.3301893,2030939.5316523875,time_window,risk_priority,rejected,95.45454545454545
534,282011975.4301874,274434724.3301893,2026877.6525890827,worst,regret,rejected,100.0
535,282011975.4301874,274434724.3301893,2022823.8972839045,time_window,greedy,rejected,100.0
536,282011975.4301874,274434724.3301893,2018778.2494893367,time_window,greedy,accepted_worse,100.0
537,282011975.4301874,274434724.3301893,2014740.692990358,time_window,greedy,accepted_worse,100.0
538,285657780.0333451,274434724.3301893,2010711.2116043773,time_window,risk_priority,accepted_worse,100.0
539,285657780.0333451,274434724.3301893,2006689.7891811684,time_window,greedy,accepted_worse,100.0
540,285657780.0333451,274434724.3301893,2002676.409602806,time_window,greedy,rejected,100.0
541,285657780.0333451,274434724.3301893,1998671.0567836002,time_window,risk_priority,rejected,100.0
542,285657780.0333451,274434724.3301893,1994673.714670033,time_window,greedy,accepted_worse,100.0
543,285657780.0333451,274434724.3301893,1990684.367240693,time_window,risk_priority,rejected,100.0
544,285657780.0333451,274434724.3301893,1986702.9985062117,time_window,greedy,rejected,100.0
545,285657780.0333451,274434724.3301893,1982729.5925091992,time_window,greedy,accepted_worse,100.0
546,285657780.0333451,274434724.3301893,1978764.1333241807,spatial,greedy,accepted_worse,100.0
547,285657780.0333451,274434724.3301893,1974806.6050575324,time_window,greedy,rejected,100.0
548,285657780.0333451,274434724.3301893,1970856.9918474173,time_window,greedy,accepted_worse,100.0
549,285657780.0333451,274434724.3301893,1966915.2778637225,time_window,greedy,accepted_worse,100.0
550,285657780.0333451,274434724.3301893,1962981.447307995,time_window,risk_priority,rejected,97.27272727272727
551,285657780.0333451,274434724.3301893,1959055.484413379,time_window,greedy,accepted_worse,100.0
552,285657780.0333451,274434724.3301893,1955137.3734445523,worst,risk_priority,rejected,98.18181818181819
553,285657780.0333451,274434724.3301893,1951227.0986976633,time_window,greedy,accepted_worse,100.0
554,285657780.0333451,274434724.3301893,1947324.644500268,time_window,greedy,accepted_worse,100.0
555,285657780.0333451,274434724.3301893,1943429.9952112674,time_window,greedy,accepted_worse,100.0
556,285657780.0333451,274434724.3301893,1939543.1352208448,time_window,greedy,accepted_worse,100.0
557,285657780.0333451,274434724.3301893,1935664.048950403,time_window,greedy,accepted_worse,100.0
558,285657780.0333451,274434724.3301893,1931792.7208525022,spatial,greedy,rejected,100.0
559,285657780.0333451,274434724.3301893,1927929.135410797,time_window,greedy,rejected,98.18181818181819
560,285657780.0333451,274434724.3301893,1924073.2771399755,time_window,greedy,accepted_worse,100.0
561,285657780.0333451,274434724.3301893,1920225.1305856956,time_window,greedy,accepted_worse,100.0
562,284357427.6217663,274434724.3301893,1916384.6803245242,time_window,risk_priority,improvement,100.0
563,284357427.6217663,274434724.3301893,1912551.910963875,time_window,greedy,accepted_worse,100.0
564,284357427.6217663,274434724.3301893,1908726.8071419473,time_window,risk_priority,rejected,100.0
565,284357427.6217663,274434724.3301893,1904909.3535276635,time_window,greedy,accepted_worse,100.0
566,284357427.6217663,274434724.3301893,1901099.534820608,time_window,greedy,accepted_worse,100.0
567,284357427.6217663,274434724.3301893,1897297.3357509668,time_window,greedy,accepted_worse,100.0
568,284357427.6217663,274434724.3301893,1893502.7410794648,time_window,greedy,rejected,100.0
569,284357427.6217663,274434724.3301893,1889715.735597306,time_window,risk_priority,rejected,100.0
570,284357427.6217663,274434724.3301893,1885936.3041261113,time_window,greedy,accepted_worse,100.0
571,284357427.6217663,274434724.3301893,1882164.431517859,time_window,greedy,accepted_worse,100.0
572,284357427.6217663,274434724.3301893,1878400.1026548233,time_window,greedy,accepted_worse,100.0
573,284357427.6217663,274434724.3301893,1874643.3024495137,time_window,greedy,accepted_worse,100.0
574,283885319.7270294,274434724.3301893,1870894.0158446147,time_window,risk_priority,improvement,100.0
575,283885319.7270294,274434724.3301893,1867152.2278129256,time_window,greedy,rejected,100.0
576,283885319.7270294,274434724.3301893,1863417.9233572998,time_window,greedy,accepted_worse,100.0
577,285039692.3112397,274434724.3301893,1859691.087510585,random,greedy,accepted_worse,100.0
578,285039692.3112397,274434724.3301893,1855971.705335564,time_window,greedy,accepted_worse,100.0
579,285039692.3112397,274434724.3301893,1852259.761924893,time_window,greedy,accepted_worse,100.0
580,285039692.3112397,274434724.3301893,1848555.2424010432,time_window,greedy,rejected,98.18181818181819
581,285039692.3112397,274434724.3301893,1844858.131916241,time_window,regret,rejected,100.0
582,285039692.3112397,274434724.3301893,1841168.4156524085,time_window,greedy,rejected,100.0
583,285039692.3112397,274434724.3301893,1837486.0788211038,time_window,greedy,accepted_worse,100.0
584,285039692.3112397,274434724.3301893,1833811.1066634615,time_window,risk_priority,rejected,100.0
585,285039692.3112397,274434724.3301893,1830143.4844501347,time_window,greedy,accepted_worse,100.0
586,281994646.0428187,274434724.3301893,1826483.1974812343,time_window,risk_priority,improvement,100.0
587,281994646.0428187,274434724.3301893,1822830.2310862718,time_window,greedy,rejected,98.18181818181819
588,281994646.0428187,274434724.3301893,1819184.5706240993,time_window,greedy,accepted_worse,100.0
589,281994646.0428187,274434724.3301893,1815546.201482851,time_window,greedy,accepted_worse,100.0
590,281994646.0428187,274434724.3301893,1811915.1090798853,time_window,risk_priority,rejected,95.45454545454545
591,281994646.0428187,274434724.3301893,1808291.2788617255,time_window,greedy,accepted_worse,100.0
592,281994646.0428187,274434724.3301893,1804674.696304002,time_window,risk_priority,rejected,95.45454545454545
593,281994646.0428187,274434724.3301893,1801065.346911394,time_window,greedy,rejected,98.18181818181819
594,281994646.0428187,274434724.3301893,1797463.2162175712,time_window,greedy,rejected,100.0
595,281994646.0428187,274434724.3301893,1793868.289785136,time_window,regret,rejected,100.0
596,281994646.0428187,274434724.3301893,1790280.5532055658,time_window,greedy,rejected,100.0
597,281994646.0428187,274434724.3301893,1786699.9920991547,time_window,greedy,rejected,98.18181818181819
598,281994646.0428187,274434724.3301893,1783126.5921149564,time_window,greedy,accepted_worse,100.0
599,281994646.0428187,274434724.3301893,1779560.3389307265,time_window,risk_priority,rejected,95.45454545454545
600,281994646.0428187,274434724.3301893,1776001.2182528651,time_window,greedy,rejected,100.0
601,281994646.0428187,274434724.3301893,1772449.2158163595,time_window,greedy,rejected,100.0
602,281994646.0428187,274434724.3301893,1768904.3173847268,random,greedy,rejected,99.0909090909091
603,281994646.0428187,274434724.3301893,1765366.5087499574,random,random,rejected,100.0
604,281994646.0428187,274434724.3301893,1761835.7757324574,spatial,greedy,rejected,100.0
605,281994646.0428187,274434724.3301893,1758312.1041809926,random,regret,rejected,100.0
606,281994646.0428187,274434724.3301893,1754795.4799726305,random,greedy,rejected,100.0
607,281994646.0428187,274434724.3301893,1751285.8890126853,time_window,greedy,accepted_worse,100.0
608,281994646.0428187,274434724.3301893,1747783.3172346598,random,greedy,rejected,99.0909090909091
609,281994646.0428187,274434724.3301893,1744287.7506001904,time_window,greedy,accepted_worse,100.0
610,283534706.1291344,274434724.3301893,1740799.17509899,time_window,risk_priority,accepted_worse,100.0
611,283534706.1291344,274434724.3301893,1737317.576748792,random,greedy,rejected,100.0
612,283534706.1291344,274434724.3301893,1733842.9415952945,spatial,greedy,rejected,98.18181818181819
613,283534706.1291344,274434724.3301893,1730375.255712104,random,greedy,rejected,98.18181818181819
614,283534706.1291344,274434724.3301893,1726914.5052006799,spatial,greedy,accepted_worse,100.0
615,283534706.1291344,274434724.3301893,1723460.6761902785,spatial,greedy,rejected,100.0
616,283534706.1291344,274434724.3301893,1720013.7548378978,random,greedy,rejected,99.0909090909091
617,283534706.1291344,274434724.3301893,1716573.727328222,random,greedy,rejected,100.0
618,283534706.1291344,274434724.3301893,1713140.5798735656,time_window,greedy,accepted_worse,100.0
619,283534706.1291344,274434724.3301893,1709714.2987138184,random,risk_priority,rejected,100.0
620,283534706.1291344,274434724.3301893,1706294.8701163908,time_window,greedy,accepted_worse,100.0
621,283534706.1291344,274434724.3301893,1702882.280376158,random,risk_priority,rejected,99.0909090909091
622,283534706.1291344,274434724.3301893,1699476.5158154056,time_window,regret,rejected,100.0
623,283534706.1291344,274434724.3301893,1696077.562783775,random,greedy,rejected,99.0909090909091
624,283534706.1291344,274434724.3301893,1692685.4076582075,random,risk_priority,rejected,100.0
625,283534706.1291344,274434724.3301893,1689300.036842891,random,greedy,rejected,100.0
626,283534706.1291344,274434724.3301893,1685921.4367692051,random,risk_priority,rejected,100.0
627,283534706.1291344,274434724.3301893,1682549.5938956668,time_window,risk_priority,rejected,100.0
628,283534706.1291344,274434724.3301893,1679184.4947078754,time_window,greedy,rejected,100.0
629,283534706.1291344,274434724.3301893,1675826.1257184597,time_window,greedy,accepted_worse,100.0
630,283534706.1291344,274434724.3301893,1672474.4734670229,time_window,greedy,rejected,98.18181818181819
631,283534706.1291344,274434724.3301893,1669129.524520089,spatial,greedy,rejected,97.27272727272727
632,283534706.1291344,274434724.3301893,1665791.2654710487,time_window,greedy,accepted_worse,100.0
633,283534706.1291344,274434724.3301893,1662459.6829401066,time_window,greedy,rejected,100.0
634,283534706.1291344,274434724.3301893,1659134.7635742263,random,greedy,rejected,100.0
635,283534706.1291344,274434724.3301893,1655816.4940470778,random,risk_priority,rejected,99.0909090909091
636,283534706.1291344,274434724.3301893,1652504.8610589837,time_window,risk_priority,rejected,100.0
637,283534706.1291344,274434724.3301893,1649199.8513368657,time_window,greedy,accepted_worse,100.0
638,283534706.1291344,274434724.3301893,1645901.451634192,time_window,greedy,rejected,100.0
639,283534706.1291344,274434724.3301893,1642609.6487309234,random,risk_priority,rejected,100.0
640,283534706.1291344,274434724.3301893,1639324.4294334615,random,risk_priority,rejected,99.0909090909091
641,283534706.1291344,274434724.3301893,1636045.7805745946,time_window,risk_priority,rejected,95.45454545454545
642,283534706.1291344,274434724.3301893,1632773.6890134455,random,greedy,rejected,99.0909090909091
643,283534706.1291344,274434724.3301893,1629508.1416354186,random,greedy,rejected,100.0
644,283534706.1291344,274434724.3301893,1626249.1253521477,time_window,greedy,rejected,100.0
645,283534706.1291344,274434724.3301893,1622996.6271014435,time_window,greedy,rejected,100.0
646,283534706.1291344,274434724.3301893,1619750.6338472406,time_window,greedy,accepted_worse,100.0
647,283534706.1291344,274434724.3301893,1616511.1325795462,random,risk_priority,rejected,99.0909090909091
648,283534706.1291344,274434724.3301893,1613278.1103143871,time_window,greedy,accepted_worse,100.0
649,283534706.1291344,274434724.3301893,1610051.5540937583,spatial,greedy,rejected,100.0
650,283534706.1291344,274434724.3301893,1606831.450985571,random,greedy,rejected,100.0
651,283534706.1291344,274434724.3301893,1603617.7880835996,time_window,greedy,rejected,98.18181818181819
652,283534706.1291344,274434724.3301893,1600410.5525074324,spatial,greedy,rejected,100.0
653,283534706.1291344,274434724.3301893,1597209.7314024176,time_window,greedy,accepted_worse,100.0
654,283534706.1291344,274434724.3301893,1594015.3119396127,time_window,greedy,accepted_worse,100.0
655,283534706.1291344,274434724.3301893,1590827.2813157334,spatial,greedy,rejected,100.0
656,283534706.1291344,274434724.3301893,1587645.626753102,worst,risk_priority,rejected,94.54545454545455
657,283534706.1291344,274434724.3301893,1584470.3354995959,spatial,risk_priority,rejected,100.0
658,283534706.1291344,274434724.3301893,1581301.3948285966,random,risk_priority,rejected,100.0
659,283534706.1291344,274434724.3301893,1578138.7920389394,spatial,greedy,rejected,100.0
660,283534706.1291344,274434724.3301893,1574982.5144548616,spatial,risk_priority,rejected,98.18181818181819
661,283534706.1291344,274434724.3301893,1571832.549425952,time_window,greedy,accepted_worse,100.0
662,283534706.1291344,274434724.3301893,1568688.8843271,time_window,greedy,accepted_worse,100.0
663,283534706.1291344,274434724.3301893,1565551.5065584457,time_window,greedy,accepted_worse,100.0
664,283534706.1291344,274434724.3301893,1562420.4035453289,random,greedy,rejected,100.0
665,283534706.1291344,274434724.3301893,1559295.5627382381,spatial,risk_priority,rejected,100.0
666,283534706.1291344,274434724.3301893,1556176.9716127617,time_window,greedy,rejected,100.0
667,283534706.1291344,274434724.3301893,1553064.6176695363,time_window,risk_priority,rejected,100.0
668,283534706.1291344,274434724.3301893,1549958.4884341971,time_window,risk_priority,rejected,100.0
669,283534706.1291344,274434724.3301893,1546858.5714573287,time_window,greedy,accepted_worse,100.0
