zone,dron,blok,t_dilim_blok_ici,t_dakika_global,kaynak,hedef
S2,D7,7,6,780,H1673,H1547
S2,D7,7,7,790,H1547,H1955
S2,D7,7,8,800,H1955,H1739
S2,D7,7,9,810,H1739,H1631
S2,D7,7,10,820,H1631,H1637
S2,D7,7,11,830,H1637,H1697
S2,D7,9,0,960,S2,H1805
S2,D7,9,1,970,H1805,H1907
S2,D7,9,2,980,H1907,H1901
S2,D7,9,3,990,H1901,H1895
S2,D7,9,4,1000,H1895,H1787
S2,D7,9,5,1010,H1787,H1673
S2,D7,9,6,1020,H1673,H1547
S2,D7,9,7,1030,H1547,H1955
S2,D7,9,8,1040,H1955,H1739
S2,D7,9,9,1050,H1739,H1631
S2,D7,9,10,1060,H1631,H1637
S2,D7,9,11,1070,H1637,H2123
S2,D7,11,0,1200,S2,S2
S2,D7,11,4,1240,H1517,S2
S2,D7,11,6,1260,H1733,S2
S2,D7,11,11,1310,H1613,S2
S2,D7,12,0,1320,S2,S2
S2,D7,12,2,1340,H2357,S2
S2,D7,12,4,1360,H2261,S2
S2,D7,12,6,1380,H2171,S2
S2,D8,1,0,0,S2,H2111
S2,D8,1,11,110,H1955,S2
S2,D8,2,0,120,S2,S2
S2,D8,2,10,220,H1943,S2
S2,D8,3,0,240,S2,S2
S2,D8,3,2,260,H1637,S2
S2,D8,3,7,310,H1631,S2
S2,D8,3,9,330,H1535,H1739
S2,D8,3,10,340,H1739,S2
S2,D8,7,0,720,S2,H1811
S2,D8,7,1,730,H1811,H1703
S2,D8,7,2,740,H1703,H1709
S2,D8,7,3,750,H1709,H1589
S2,D8,7,4,760,H1589,H1595
S2,D8,7,5,770,H1595,H1721
S2,D8,7,6,780,H1721,H1727
S2,D8,7,7,790,H1727,H1841
S2,D8,7,8,800,H1841,H1847
S2,D8,7,9,810,H1847,H1853
S2,D8,7,10,820,H1853,H1859
S2,D8,7,11,830,H1859,H2177
S2,D8,9,0,960,S2,H1811
S2,D8,9,1,970,H1811,H1703
S2,D8,9,2,980,H1703,H1709
S2,D8,9,3,990,H1709,H1589
S2,D8,9,4,1000,H1589,H1595
S2,D8,9,5,1010,H1595,H1721
S2,D8,9,6,1020,H1721,H1727
S2,D8,9,7,1030,H1727,H1841
S2,D8,9,8,1040,H1841,H1847
S2,D8,9,9,1050,H1847,H1853
S2,D8,9,10,1060,H1853,H1859
S2,D8,9,11,1070,H1859,H1493
S2,D8,11,0,1200,S2,S2
S2,D8,11,3,1230,H2177,S2
S2,D8,11,6,1260,H1949,S2
S2,D8,11,8,1280,H2063,S2
S2,D8,11,11,1310,H1949,S2
S2,D8,12,0,1320,S2,S2
S2,D8,12,2,1340,H1937,S2
S2,D8,12,4,1360,H1943,S2
S2,D8,12,6,1380,H1835,S2
S2,D9,1,0,0,S2,H1907
S2,D9,1,11,110,H2177,S2
S2,D9,2,0,120,S2,S2
S2,D9,2,10,220,H1937,S2
S2,D9,3,0,240,S2,H1787
S2,D9,3,9,330,H1787,S2
S2,D9,3,11,350,H1793,H1577
S2,D9,5,0,480,S2,H1811
S2,D9,5,1,490,H1811,H1817
S2,D9,5,2,500,H1817,H1823
S2,D9,5,3,510,H1823,H1829
S2,D9,5,4,520,H1829,H1721
S2,D9,5,5,530,H1721,H1727
S2,D9,5,6,540,H1727,H1841
S2,D9,5,7,550,H1841,H1847
S2,D9,5,8,560,H1847,H1745
S2,D9,5,9,570,H1745,H1751
S2,D9,5,10,580,H1751,H1625
S2,D9,5,11,590,H1625,H2051
S2,D9,11,0,1200,S2,S2
S2,D9,11,3,1230,H1667,S2
S2,D9,11,6,1260,H1955,S2
S2,D9,11,8,1280,H1547,S2
S2,D9,11,11,1310,H1673,S2
S2,D9,12,0,1320,S2,S2
S2,D9,12,2,1340,H1493,S2
S2,D9,12,4,1360,H1721,S2
S2,D9,12,6,1380,H1607,S2
S2,D10,1,0,0,S2,H2105
S2,D10,1,11,110,H2033,S2
S2,D10,2,0,120,S2,S2
S2,D10,2,10,220,H2357,S2
S2,D10,3,0,240,S2,S2
S2,D10,3,2,260,H2129,S2
S2,D10,3,9,330,H2123,S2
S2,D10,3,11,350,H1997,H2249
S2,D10,7,0,720,S2,H1913
S2,D10,7,1,730,H1913,H1919
S2,D10,7,2,740,H1919,H1925
S2,D10,7,3,750,H1925,H1823
S2,D10,7,4,760,H1823,H1829
S2,D10,7,5,770,H1829,H1835
S2,D10,7,6,780,H1835,H1841
S2,D10,7,7,790,H1841,H1847
S2,D10,7,8,800,H1847,H1745
S2,D10,7,9,810,H1745,H1619
S2,D10,7,10,820,H1619,H1625
S2,D10,7,11,830,H1625,H1889
S2,D10,9,0,960,S2,H1913
S2,D10,9,1,970,H1913,H1919
S2,D10,9,2,980,H1919,H1925
S2,D10,9,3,990,H1925,H1823
S2,D10,9,4,1000,H1823,H1829
S2,D10,9,5,1010,H1829,H1835
S2,D10,9,6,1020,H1835,H1841
S2,D10,9,7,1030,H1841,H1847
S2,D10,9,8,1040,H1847,H1745
S2,D10,9,9,1050,H1745,H1619
S2,D10,9,10,1060,H1619,H1625
S2,D10,9,11,1070,H1625,H2351
S2,D10,11,0,1200,S2,S2
S2,D10,11,3,1230,H1985,S2
S2,D10,11,7,1270,H2099,S2
S2,D10,11,11,1310,H1979,S2
S2,D10,12,0,1320,S2,S2
S2,D10,12,2,1340,H1559,S2
S2,D10,12,4,1360,H2057,S2
S2,D10,12,6,1380,H2051,H2057
S2,D10,12,8,1400,H2057,S2
S2,D11,1,0,0,S2,H1607
S2,D11,1,11,110,H1697,S2
S2,D11,2,0,120,S2,S2
S2,D11,2,11,230,H2003,S2
S2,D11,3,0,240,S2,S2
S2,D11,3,2,260,H1907,H2009
S2,D11,3,8,320,H2009,H1907
S2,D11,3,9,330,H1907,S2
S2,D11,4,0,360,S2,H1781
S2,D11,4,1,370,H1781,S2
S2,D11,4,3,390,H1655,H1775
S2,D11,4,4,400,H1775,H1655
S2,D11,4,5,410,H1655,H1775
S2,D11,4,6,420,H1775,H1655
S2,D11,4,11,470,H1655,H1661
S2,D11,6,9,690,S2,S2
S2,D11,6,11,710,H1679,H1511
S2,D11,8,1,850,S2,S2
S2,D11,8,11,950,H1655,H1697
S2,D11,10,9,1170,S2,S2
S2,D11,10,11,1190,H1679,S2
S2,D11,11,0,1200,S2,S2
S2,D11,11,2,1220,H1919,S2
S2,D11,11,5,1250,H2033,S2
S2,D11,11,7,1270,H1925,S2
S2,D11,11,10,1300,H1931,S2
S2,D11,12,0,1320,S2,S2
S2,D11,12,2,1340,H1811,S2
S2,D11,12,4,1360,H1709,S2
S2,D11,12,6,1380,H1823,S2
S3,D1,1,0,0,S3,H2465
S3,D1,1,11,110,H3185,S3
S3,D1,2,0,120,S3,H2573
S3,D1,2,10,220,H2573,H2273
S3,D1,3,0,240,S3,H3209
S3,D1,3,3,270,H2279,S3
S3,D1,3,4,280,S3,H3113
S3,D1,3,5,290,H3113,H2675
S3,D1,3,9,330,H3107,H2765
S3,D1,4,0,360,S3,S3
S3,D1,4,3,390,H3077,H3185
S3,D1,4,4,400,H3185,S3
S3,D1,4,5,410,S3,H2873
S3,D1,4,8,440,H2471,S3
S3,D1,4,10,460,H2573,S3
S3,D1,5,0,480,S3,H3377
S3,D1,5,2,500,H3377,H3473
S3,D1,5,3,510,H3473,H2873
S3,D1,5,11,590,H3491,S3
S3,D1,6,0,600,S3,H2561
S3,D1,6,3,630,H2879,H2873
S3,D1,6,5,650,H2873,H2981
S3,D1,6,8,680,H2981,H2873
S3,D1,6,9,690,H2873,H2867
S3,D1,6,10,700,H2867,S3
S3,D1,7,0,720,S3,H2375
S3,D1,7,3,750,H3215,H2657
S3,D1,7,8,800,H3113,H3491
S3,D1,8,0,840,S3,H2273
S3,D1,8,3,870,H3407,H2675
S3,D1,8,5,890,H3299,H3311
S3,D1,8,8,920,H3305,H2579
S3,D1,8,10,940,H3311,S3
S3,D1,9,0,960,S3,H2975
S3,D1,9,2,980,H2975,H2573
S3,D1,9,10,1060,H2969,S3
S3,D1,10,0,1080,S3,S3
S3,D1,10,2,1100,H3377,S3
S3,D1,10,4,1120,H3383,H3491
S3,D1,10,5,1130,H3491,H3473
S3,D1,10,9,1170,H3389,H3377
S3,D1,11,0,1200,S3,S3
S3,D1,11,2,1220,H3491,S3
S3,D1,11,5,1250,H3287,H3275
S3,D1,11,7,1270,H3281,H3071
S3,D1,11,10,1300,H3395,S3
S3,D1,12,0,1320,S3,S3
S3,D1,12,2,1340,H3407,H3515
S3,D1,12,3,1350,H3515,H3419
S3,D1,12,4,1360,H3419,S3
S3,D1,12,6,1380,H3317,S3
S3,D2,1,0,0,S3,H2579
S3,D2,1,11,110,H2579,S3
S3,D2,2,0,120,S3,H2471
S3,D2,2,10,220,H3317,H3179
S3,D2,3,0,240,S3,H3107
S3,D2,3,2,260,H3389,H3407
S3,D2,3,8,320,H3485,S3
S3,D2,3,11,350,H3479,S3
S3,D2,4,0,360,S3,S3
S3,D2,4,3,390,H3413,H2783
S3,D2,4,5,410,H3509,H2981
S3,D2,5,0,480,S3,H3209
S3,D2,5,3,510,H2465,H2573
S3,D2,5,4,520,H2573,S3
S3,D2,5,6,540,H2579,H2873
S3,D2,5,9,570,H2573,H3107
S3,D2,6,0,600,S3,H2687
S3,D2,6,3,630,H3089,H3185
S3,D2,6,5,650,H3185,S3
S3,D2,6,6,660,S3,H2471
S3,D2,6,8,680,H3317,H2675
S3,D2,6,10,700,H3209,S3
S3,D2,7,0,720,S3,H3173
S3,D2,7,2,740,H3173,H3281
S3,D2,7,5,770,H3281,H3179
S3,D2,7,11,830,H3287,S3
S3,D2,8,0,840,S3,H3191
S3,D2,8,3,870,H2567,H2789
S3,D2,8,9,930,H2675,H3317
S3,D2,9,0,960,S3,S3
S3,D2,9,3,990,H2387,H2189
S3,D2,9,6,1020,H2393,H2489
S3,D2,9,7,1030,H2489,H2567
S3,D2,9,9,1050,H2597,H2459
S3,D2,10,0,1080,S3,S3
S3,D2,10,2,1100,H2981,S3
S3,D2,10,4,1120,H3071,S3
S3,D2,10,7,1150,H3179,H3071
S3,D2,10,8,1160,H3071,S3
S3,D2,10,10,1180,H3065,S3
S3,D2,11,0,1200,S3,S3
S3,D2,11,2,1220,H3269,S3
S3,D2,11,6,1260,H3479,S3
S3,D2,11,8,1280,H3485,S3
S3,D2,11,10,1300,H3281,S3
S3,D2,12,0,1320,S3,S3
S3,D2,12,2,1340,H3083,S3
S3,D2,12,4,1360,H2987,S3
S3,D3,1,0,0,S3,H3395
S3,D3,1,11,110,H2471,S3
S3,D3,2,0,120,S3,H2975
S3,D3,2,10,220,H2471,H2279
S3,D3,3,0,240,S3,H3299
S3,D3,3,2,260,H3011,H2891
S3,D3,3,11,350,H3005,S3
S3,D3,4,0,360,S3,S3
S3,D3,4,2,380,H2273,S3
S3,D3,4,6,420,H2381,S3
S3,D3,4,9,450,H2483,H2387
S3,D3,4,10,460,H2387,S3
S3,D3,5,0,480,S3,H2993
S3,D3,5,3,510,H2597,H2471
S3,D3,5,5,530,H2603,H2783
S3,D3,5,10,580,H2705,S3
S3,D3,6,0,600,S3,S3
S3,D3,6,3,630,H3473,H2783
S3,D3,6,7,670,H3275,H3113
S3,D3,6,9,690,H3071,H2873
S3,D3,7,0,720,S3,H2663
S3,D3,7,2,740,H3383,S3
S3,D3,7,4,760,H3389,H2909
S3,D3,7,6,780,H3479,S3
S3,D3,7,8,800,H3389,S3
S3,D3,7,10,820,H3491,S3
S3,D3,8,0,840,S3,H2291
S3,D3,8,3,870,H3191,H3485
S3,D3,8,10,940,H3185,S3
S3,D3,9,0,960,S3,S3
S3,D3,9,4,1000,H3413,S3
S3,D3,9,6,1020,H3419,S3
S3,D3,9,8,1040,H3317,H3209
S3,D3,9,10,1060,H3209,S3
S3,D3,10,0,1080,S3,S3
S3,D3,10,3,1110,H3503,H3185
S3,D3,10,5,1130,H3515,H3305
S3,D3,10,7,1150,H3521,H3317
S3,D3,10,8,1160,H3317,S3
S3,D3,10,10,1180,H3113,S3
S3,D3,11,0,1200,S3,S3
S3,D3,11,2,1220,H2375,S3
S3,D3,11,7,1270,H2273,H2981
S3,D3,11,9,1290,H2279,H2657
S3,D3,12,0,1320,S3,S3
S3,D3,12,2,1340,H2687,S3
S3,D3,12,6,1380,H2783,S3
S3,D4,1,0,0,S3,H3503
S3,D4,1,11,110,H2465,S3
S3,D4,2,0,120,S3,H2567
S3,D4,2,10,220,H3185,H3173
S3,D4,3,0,240,S3,H3269
S3,D4,3,2,260,H3173,H2993
S3,D4,3,5,290,H3269,H3071
S3,D4,3,9,330,H3071,H3413
S3,D4,4,0,360,S3,S3
S3,D4,4,3,390,H2771,H3299
S3,D4,4,7,430,H2657,H2891
S3,D4,4,11,470,H2669,S3
S3,D4,5,0,480,S3,H2597
S3,D4,5,3,510,H3419,H2975
S3,D4,5,10,580,H3311,S3
S3,D4,6,0,600,S3,S3
S3,D4,6,3,630,H3521,H3317
S3,D4,6,4,640,H3317,S3
S3,D4,7,0,720,S3,H3095
S3,D4,7,4,760,H2375,S3
S3,D4,7,6,780,H2471,S3
S3,D4,7,8,800,H2369,S3
S3,D4,7,11,830,H2459,S3
S3,D4,8,0,840,S3,S3
S3,D4,8,3,870,H2273,H2381
S3,D4,8,4,880,H2381,S3
S3,D4,8,6,900,H2585,S3
S3,D4,8,8,920,H2471,S3
S3,D4,8,10,940,H2579,S3
S3,D4,9,0,960,S3,S3
S3,D4,9,3,990,H2897,H2273
S3,D4,9,5,1010,H2807,H2705
S3,D4,9,6,1020,H2705,S3
S3,D4,9,9,1050,H2693,H2801
S3,D4,9,10,1060,H2801,S3
S3,D4,10,0,1080,S3,S3
S3,D4,10,3,1110,H2765,H2873
S3,D4,10,4,1120,H2873,H2783
S3,D4,10,5,1130,H2783,H2501
S3,D4,10,8,1160,H2675,S3
S3,D4,11,0,1200,S3,S3
S3,D4,11,2,1220,H2891,H2999
S3,D4,11,3,1230,H2999,S3
S3,D4,11,5,1250,H3107,S3
S3,D4,11,6,1260,S3,S3
S3,D4,11,10,1300,H2471,S3
S3,D4,12,0,1320,S3,S3
S3,D4,12,2,1340,H3077,S3
S3,D4,12,4,1360,H2975,S3
S3,D4,12,6,1380,H2981,S3
S3,D5,1,0,0,S3,H3065
S3,D5,1,11,110,H2669,S3
S3,D5,2,0,120,S3,H3287
S3,D5,2,9,210,H3395,H3503
S3,D5,2,11,230,H3503,S3
S3,D5,3,0,240,S3,H3005
S3,D5,3,2,260,H3065,H3173
S3,D5,3,3,270,H3173,H3185
S3,D5,3,4,280,H3185,S3
S3,D5,3,7,310,H3083,H2495
S3,D5,4,0,360,S3,S3
S3,D5,4,2,380,H3497,H3401
S3,D5,4,3,390,H3401,H2987
S3,D5,4,5,410,H3299,H3101
S3,D5,4,7,430,H3407,H3005
S3,D5,4,9,450,H3305,H3311
S3,D5,4,10,460,H3311,S3
S3,D5,5,0,480,S3,S3
S3,D5,5,3,510,H3401,H3395
S3,D5,5,11,590,H3395,S3
S3,D5,6,0,600,S3,S3
S3,D5,6,3,630,H2687,H2867
S3,D5,6,5,650,H2795,H2891
S3,D5,6,9,690,H2891,H2879
S3,D5,7,0,720,S3,S3
S3,D5,7,3,750,H3293,H3185
S3,D5,7,4,760,H3185,H3071
S3,D5,7,5,770,H3071,H3173
S3,D5,7,6,780,H3173,H3269
S3,D5,7,10,820,H3269,S3
S3,D5,8,0,840,S3,S3
S3,D5,8,2,860,H3065,H3077
S3,D5,8,4,880,H3077,S3
S3,D5,8,10,940,H2987,S3
S3,D5,9,0,960,S3,S3
S3,D5,9,4,1000,H2381,S3
S3,D5,9,6,1020,S3,S3
S3,D5,9,8,1040,H2081,H2285
S3,D5,9,9,1050,H2285,H2381
S3,D5,9,10,1060,H2381,H2477
S3,D5,9,11,1070,H2477,S3
S3,D5,10,0,1080,S3,S3
S3,D5,10,2,1100,H2861,S3
S3,D5,10,6,1140,H2867,S3
S3,D5,10,8,1160,S3,S3
S3,D5,10,11,1190,H2867,S3
S3,D5,11,0,1200,S3,S3
S3,D5,11,3,1230,H2663,S3
S3,D5,11,6,1260,H2567,H2675
S3,D5,11,7,1270,H2675,S3
S3,D5,11,10,1300,H2579,S3
S3,D5,12,0,1320,S3,S3
S3,D5,12,2,1340,H3191,S3
S3,D5,12,4,1360,H3299,S3
S3,D5,12,6,1380,H3401,S3
S3,D6,1,0,0,S3,H2765
S3,D6,1,11,110,H2873,S3
S3,D6,2,0,120,S3,H2657
S3,D6,2,10,220,H2783,H3287
S3,D6,3,0,240,S3,S3
S3,D6,3,2,260,H3383,H2657
S3,D6,3,4,280,H3281,S3
S3,D6,3,7,310,H3275,H2477
S3,D6,3,11,350,H3179,S3
S3,D6,4,0,360,S3,S3
S3,D6,4,2,380,H2897,S3
S3,D6,4,6,420,H2891,H3005
S3,D6,4,7,430,H3005,H2993
S3,D6,4,10,460,H3113,S3
S3,D6,5,0,480,S3,S3
S3,D6,5,4,520,H2993,S3
S3,D6,6,0,600,S3,S3
S3,D6,6,3,630,H2561,H2669
S3,D6,6,4,640,H2669,S3
S3,D6,6,10,700,H2675,S3
S3,D6,7,0,720,S3,S3
S3,D6,7,3,750,H2663,H3197
S3,D6,7,5,770,H2657,H2285
S3,D6,7,10,820,H2573,S3
S3,D6,8,0,840,S3,S3
S3,D6,8,3,870,H2291,H2693
S3,D6,8,5,890,H2189,H2285
S3,D6,8,6,900,H2285,S3
S3,D6,8,8,920,H2489,S3
S3,D6,8,10,940,H2483,S3
S3,D6,9,0,960,S3,S3
S3,D6,9,3,990,H3509,H2393
S3,D6,9,9,1050,H3401,H3503
S3,D6,9,10,1060,H3503,S3
S3,D6,10,0,1080,S3,S3
S3,D6,10,3,1110,H3473,H2861
S3,D6,10,6,1140,H3173,S3
S3,D6,10,8,1160,H3185,S3
S3,D6,10,10,1180,H3275,S3
S3,D6,11,0,1200,S3,S3
S3,D6,11,2,1220,H2477,S3
S3,D6,11,6,1260,H2471,S3
S3,D6,11,10,1300,H2573,S3
S3,D6,12,0,1320,S3,S3
S3,D6,12,3,1350,H2993,S3
S3,D6,12,6,1380,H3089,S3
S3,D7,1,0,0,S3,H3011
S3,D7,1,11,110,H2783,S3
S3,D7,2,0,120,S3,H3305
S3,D7,2,10,220,H2975,S3
S3,D7,3,0,240,S3,S3
S3,D7,3,2,260,H3491,S3
S3,D7,3,4,280,H3287,S3
S3,D7,3,7,310,H3185,H3293
S3,D7,3,11,350,H3191,S3
S3,D7,4,0,360,S3,S3
S3,D7,4,3,390,H2909,S3
S3,D7,4,6,420,H2807,S3
S3,D7,4,8,440,H2693,S3
S3,D7,4,10,460,H2789,S3
S3,D7,5,0,480,S3,S3
S3,D7,5,2,500,H3209,S3
S3,D7,5,4,520,H3203,S3
S3,D7,5,9,570,H3197,H3089
S3,D7,5,10,580,H3089,S3
S3,D7,6,0,600,S3,S3
S3,D7,6,3,630,H3515,H3383
S3,D7,6,10,700,H3503,S3
S3,D7,7,0,720,S3,S3
S3,D7,7,3,750,H3005,H2801
S3,D7,7,8,800,H2909,S3
S3,D7,7,10,820,H3107,S3
S3,D7,8,0,840,S3,S3
S3,D7,8,3,870,H3101,H3203
S3,D7,8,4,880,H3203,S3
S3,D7,9,0,960,S3,S3
S3,D7,9,3,990,H2681,H3197
S3,D7,9,6,1020,H2789,S3
S3,D7,9,8,1040,H2783,H2969
S3,D7,10,0,1080,S3,S3
S3,D7,10,2,1100,H2771,S3
S3,D7,10,4,1120,H2879,S3
S3,D7,10,6,1140,H2777,S3
S3,D7,10,9,1170,H2873,S3
S3,D7,11,0,1200,S3,S3
S3,D7,11,4,1240,H2369,H2381
S3,D7,11,5,1250,H2381,H2285
S3,D7,11,6,1260,H2285,S3
S3,D7,11,8,1280,H2195,S3
S3,D7,11,10,1300,H2189,S3
S3,D7,12,0,1320,S3,S3
S3,D7,12,3,1350,H2669,S3
S3,D7,12,6,1380,H2765,S3
S3,D8,1,0,0,S3,H2567
S3,D8,1,11,110,H2675,S3
S3,D8,2,0,120,S3,H2597
S3,D8,2,10,220,H3311,S3
S3,D8,3,0,240,S3,S3
S3,D8,3,2,260,H2981,S3
S3,D8,3,4,280,H2873,S3
S3,D8,3,6,300,H2777,S3
S3,D8,3,9,330,H2675,S3
S3,D8,4,0,360,S3,S3
S3,D8,4,2,380,H2189,S3
S3,D8,4,5,410,H2387,S3
S3,D8,4,8,440,H2393,S3
S3,D8,4,10,460,H2489,S3
S3,D8,5,0,480,S3,S3
S3,D8,5,3,510,H2495,H2861
S3,D8,5,5,530,H2501,S3
S3,D8,5,7,550,H2699,S3
S3,D8,5,9,570,H2801,H2795
S3,D8,5,10,580,H2795,S3
S3,D8,6,0,600,S3,S3
S3,D8,6,3,630,H2903,H3191
S3,D8,6,5,650,H3011,H2999
S3,D8,6,6,660,H2999,S3
S3,D8,6,10,700,H2885,S3
S3,D8,7,0,720,S3,S3
S3,D8,7,2,740,H2777,H2771
S3,D8,7,3,750,H2771,S3
S3,D8,7,5,770,H2765,H2777
S3,D8,7,6,780,H2777,S3
S3,D8,7,10,820,H2783,S3
S3,D8,8,0,840,S3,S3
S3,D8,8,3,870,H2999,S3
S3,D8,8,5,890,H2993,S3
S3,D8,9,0,960,S3,S3
S3,D8,9,2,980,H2465,S3
S3,D8,9,11,1070,H2573,S3
S3,D8,10,0,1080,S3,S3
S3,D8,10,3,1110,H2495,S3
S3,D8,10,5,1130,H2603,S3
S3,D8,10,7,1150,H2699,S3
S3,D8,10,10,1180,H2801,S3
S3,D8,11,0,1200,S3,S3
S3,D8,11,3,1230,H3095,S3
S3,D8,11,5,1250,H3005,S3
S3,D8,11,10,1300,H3101,S3
S3,D8,12,0,1320,S3,S3
S3,D8,12,2,1340,H3311,S3
S3,D8,12,4,1360,H3215,H3209
S3,D8,12,6,1380,H3209,S3
S3,D9,1,0,0,S3,H2981
S3,D9,1,11,110,H3113,S3
S3,D9,2,0,120,S3,H3401
S3,D9,2,11,230,H3089,S3
S3,D9,3,0,240,S3,S3
S3,D9,3,2,260,H2375,S3
S3,D9,3,5,290,H2369,H2273
S3,D9,3,6,300,H2273,H2471
S3,D9,3,7,310,H2471,S3
S3,D9,4,0,360,S3,S3
S3,D9,4,6,420,H2987,S3
S3,D9,4,8,440,S3,S3
S3,D9,4,11,470,H2471,S3
S3,D9,5,0,480,S3,S3
S3,D9,5,3,510,H2969,S3
S3,D9,5,5,530,H2975,S3
S3,D9,5,10,580,H2873,S3
S3,D9,6,0,600,S3,S3
S3,D9,6,3,630,H2477,S3
S3,D9,6,8,680,H2471,S3
S3,D9,7,0,720,S3,S3
S3,D9,7,2,740,H2195,S3
S3,D9,7,9,810,H2279,S3
S3,D9,8,0,840,S3,S3
S3,D9,8,4,880,H2591,S3
S3,D9,8,8,920,S3,S3
S3,D9,8,11,950,H2873,S3
S3,D9,9,0,960,S3,S3
S3,D9,9,3,990,H3203,S3
S3,D9,9,5,1010,H3197,S3
S3,D9,9,10,1060,H3089,S3
S3,D9,10,0,1080,S3,S3
S3,D9,10,3,1110,H2285,S3
S3,D9,10,5,1130,H2399,S3
S3,D9,10,7,1150,H2297,S3
S3,D9,10,9,1170,H2501,S3
S3,D9,11,0,1200,S3,S3
S3,D9,11,3,1230,H2705,S3
S3,D9,11,5,1250,H2909,H2807
S3,D9,11,6,1260,H2807,S3
S3,D9,11,8,1280,H2795,S3
S3,D9,11,10,1300,H2885,S3
S3,D9,12,0,1320,S3,S3
S3,D9,12,3,1350,H2465,S3
S3,D9,12,5,1370,H2459,S3
S3,D10,1,0,0,S3,H2369
S3,D10,1,11,110,H2573,S3
S3,D10,2,0,120,S3,H2561
S3,D10,2,10,220,H3113,S3
S3,D10,3,0,240,S3,S3
S3,D10,3,2,260,H2867,S3
S3,D10,3,4,280,H2765,S3
S3,D10,3,8,320,H2663,S3
S3,D10,4,0,360,S3,S3
S3,D10,4,2,380,H2567,S3
S3,D10,4,8,440,H2573,S3
S3,D10,4,10,460,H2675,S3
S3,D10,5,0,480,S3,S3
S3,D10,5,3,510,H2081,S3
S3,D10,5,5,530,H2399,S3
S3,D10,5,7,550,H2297,S3
S3,D10,5,9,570,H2285,H2279
S3,D10,5,10,580,H2279,S3
S3,D10,6,0,600,S3,S3
S3,D10,6,3,630,H2861,S3
S3,D10,6,8,680,H2867,H2861
S3,D10,6,9,690,H2861,S3
S3,D10,6,11,710,H2873,S3
S3,D10,7,0,720,S3,S3
S3,D10,7,3,750,H3095,H2987
S3,D10,7,4,760,H2987,H3083
S3,D10,7,5,770,H3083,H2999
S3,D10,7,7,790,H3179,S3
S3,D10,7,9,810,H3083,S3
S3,D10,8,0,840,S3,S3
S3,D10,8,3,870,H3485,S3
S3,D10,8,8,920,H3497,S3
S3,D10,8,10,940,H3395,S3
S3,D10,9,0,960,S3,S3
S3,D10,9,11,1070,H2669,S3
S3,D10,10,0,1080,S3,S3
S3,D10,10,3,1110,H3011,S3
S3,D10,10,5,1130,H2903,S3
S3,D10,11,0,1200,S3,S3
S3,D10,11,2,1220,H2561,S3
S3,D10,11,4,1240,H2657,S3
S3,D10,11,6,1260,H2573,S3
S3,D10,12,0,1320,S3,S3
S3,D10,12,2,1340,H3497,S3
S3,D10,12,4,1360,H3293,S3
