dron,blok,t_dilim_blok_ici,t_dakika_global,hex,risk,max_interval_dk
D5,12,1,1330,H2129,5.5,265.2631578947368
D5,12,3,1350,H2351,4.75,288.9473684210526
D5,12,5,1370,H2351,4.75,288.9473684210526
D6,12,1,1330,H1961,3.4,331.57894736842104
D6,12,3,1350,H1967,2.5,360.0
D6,12,5,1370,H1967,2.5,360.0
D7,12,1,1330,H2879,3.85,317.36842105263156
D7,12,3,1350,H2993,4.75,288.9473684210526
D7,12,5,1370,H3089,5.65,260.52631578947364
D8,12,1,1330,H2567,5.35,270.0
D8,12,3,1350,H2663,4.9,284.2105263157895
D9,12,3,1350,H2573,6.55,232.10526315789474
D9,12,1,1330,H2579,5.8,255.78947368421052
D9,12,5,1370,H2669,5.8,255.78947368421052
