iteration,current_obj,best_obj,temperature,destroy_op,repair_op,outcome,duration_s,coverage_pct
18,3287291873.566773,3287291873.566773,44920746.541453235,random,risk_priority,rejected,0.041045188903808594,94.11764705882354
19,3231445053.587638,3231445053.587638,44830905.04837033,time_window,greedy,new_best,0.04976201057434082,100.0
20,3243981784.0224366,3231445053.587638,44741243.23827359,time_window,greedy,accepted_worse,0.0517575740814209,99.70588235294117
21,3226587649.601566,3226587649.601566,44651760.75179704,time_window,random,new_best,0.03658485412597656,100.0
22,3226587649.601566,3226587649.601566,44562457.230293445,worst,random,rejected,0.04447674751281738,100.0
23,3226587649.601566,3226587649.601566,44473332.31583286,random,risk_priority,rejected,0.036049604415893555,97.05882352941177
24,3226587649.601566,3226587649.601566,44384385.651201196,worst,risk_priority,rejected,0.052134037017822266,89.11764705882354
25,3226587649.601566,3226587649.601566,44295616.879898794,random,random,rejected,0.030102968215942383,100.0
26,3223638930.256348,3223638930.256348,44207025.646138996,random,greedy,new_best,0.03293490409851074,100.0
27,3223638930.256348,3223638930.256348,44118611.59484672,random,risk_priority,rejected,0.035524606704711914,94.70588235294117
28,3223638930.256348,3223638930.256348,44030374.37165702,time_window,regret,rejected,0.6793951988220215,100.0
29,3223638930.256348,3223638930.256348,43942313.62291371,time_window,regret,rejected,0.8935146331787109,100.0
30,3223638930.256348,3223638930.256348,43854428.99566788,spatial,risk_priority,rejected,0.04201054573059082,99.11764705882354
31,3223638930.256348,3223638930.256348,43766720.137676544,time_window,random,rejected,0.0383906364440918,100.0
32,3223638930.256348,3223638930.256348,43679186.69740119,random,risk_priority,rejected,0.0304718017578125,98.52941176470588
33,3079127556.8241944,3079127556.8241944,43591828.324006386,time_window,risk_priority,new_best,0.03732490539550781,100.0
34,3079127556.8241944,3079127556.8241944,43504644.667358376,random,risk_priority,rejected,0.04981207847595215,95.29411764705883
35,3079127556.8241944,3079127556.8241944,43417635.37802366,worst,random,rejected,0.0430755615234375,100.0
36,3079127556.8241944,3079127556.8241944,43330800.10726761,worst,greedy,rejected,0.04615211486816406,99.70588235294117
37,3079127556.8241944,3079127556.8241944,43244138.50705308,random,risk_priority,rejected,0.03293943405151367,95.0
38,3079127556.8241944,3079127556.8241944,43157650.23003897,spatial,regret,rejected,0.23775053024291992,100.0
39,3079127556.8241944,3079127556.8241944,43071334.92957889,worst,risk_priority,rejected,0.04084038734436035,86.47058823529412
40,3079127556.8241944,3079127556.8241944,42985192.25971974,random,random,rejected,0.04897594451904297,100.0
41,3079127556.8241944,3079127556.8241944,42899221.875200294,spatial,greedy,accepted_worse,0.05125594139099121,100.0
42,3079127556.8241944,3079127556.8241944,42813423.43144989,spatial,regret,rejected,0.8519339561462402,99.70588235294117
43,3092929505.489502,3079127556.8241944,42727796.58458699,random,regret,accepted_worse,2.4844422340393066,100.0
44,3092929505.489502,3079127556.8241944,42642340.99141782,spatial,greedy,accepted_worse,0.04813647270202637,100.0
45,3070310748.9938483,3070310748.9938483,42557056.30943498,time_window,greedy,new_best,0.0320894718170166,100.0
46,3070310748.9938483,3070310748.9938483,42471942.19681611,time_window,random,rejected,0.035848379135131836,100.0
47,3070310748.9938483,3070310748.9938483,42386998.31242248,time_window,random,rejected,0.036708831787109375,100.0
48,3070310748.9938483,3070310748.9938483,42302224.315797634,time_window,random,rejected,0.0316014289855957,100.0
49,3070310748.9938483,3070310748.9938483,42217619.86716604,worst,risk_priority,rejected,0.0611264705657959,88.23529411764706
50,3070310748.9938483,3070310748.9938483,42133184.62743171,time_window,random,rejected,0.0380396842956543,100.0
51,3070310748.9938483,3070310748.9938483,42048918.25817685,worst,random,rejected,0.03942060470581055,100.0
52,3070310748.9938483,3070310748.9938483,41964820.4216605,time_window,risk_priority,rejected,0.030994415283203125,97.3529411764706
53,3070310748.9938483,3070310748.9938483,41880890.78081717,worst,risk_priority,rejected,0.04214930534362793,89.70588235294117
54,3056294920.7329626,3056294920.7329626,41797128.99925554,worst,greedy,new_best,0.06333208084106445,99.70588235294117
55,3078643931.602563,3056294920.7329626,41713534.74125703,worst,greedy,accepted_worse,0.05354118347167969,99.41176470588235
56,3124547178.6121106,3056294920.7329626,41630107.671774514,worst,regret,accepted_worse,3.899510383605957,100.0
57,3124547178.6121106,3056294920.7329626,41546847.456430964,random,risk_priority,rejected,0.03022909164428711,95.58823529411765
58,3124547178.6121106,3056294920.7329626,41463753.761518106,spatial,risk_priority,rejected,0.045181989669799805,90.0
59,3124547178.6121106,3056294920.7329626,41380826.25399507,random,random,rejected,0.030591964721679688,100.0
60,3143169887.53907,3056294920.7329626,41298064.60148708,random,regret,accepted_worse,2.393186330795288,100.0
61,3085331137.7851977,3056294920.7329626,41215468.4722841,worst,greedy,improvement,0.04098701477050781,100.0
62,3085331137.7851977,3056294920.7329626,41133037.535339534,time_window,greedy,accepted_worse,0.06725192070007324,100.0
63,3085331137.7851977,3056294920.7329626,41050771.460268855,spatial,random,rejected,0.038910865783691406,100.0
64,3085331137.7851977,3056294920.7329626,40968669.91734832,time_window,random,rejected,0.03032398223876953,100.0
65,3085331137.7851977,3056294920.7329626,40886732.57751362,worst,regret,rejected,3.2398672103881836,99.70588235294117
66,3085331137.7851977,3056294920.7329626,40804959.11235859,random,greedy,accepted_worse,0.03450894355773926,100.0
67,3085331137.7851977,3056294920.7329626,40723349.19413388,random,regret,rejected,2.36216139793396,100.0
68,3085331137.7851977,3056294920.7329626,40641902.49574561,worst,regret,rejected,3.1339943408966064,99.41176470588235
69,3105612213.872143,3056294920.7329626,40560618.690754116,random,greedy,accepted_worse,0.030887126922607422,99.70588235294117
70,3105612213.872143,3056294920.7329626,40479497.453372605,worst,risk_priority,rejected,0.03860116004943848,90.0
71,3112110296.4808297,3056294920.7329626,40398538.45846586,worst,greedy,accepted_worse,0.04187941551208496,99.41176470588235
72,3112110296.4808297,3056294920.7329626,40317741.381548926,spatial,greedy,accepted_worse,0.044417381286621094,99.41176470588235
73,3112110296.4808297,3056294920.7329626,40237105.89878583,random,greedy,accepted_worse,0.028620243072509766,99.41176470588235
74,3112110296.4808297,3056294920.7329626,40156631.68698826,worst,random,rejected,0.037262916564941406,100.0
75,3112110296.4808297,3056294920.7329626,40076318.42361428,worst,random,rejected,0.04576516151428223,100.0
76,3120024177.6243167,3056294920.7329626,39996165.78676705,time_window,risk_priority,accepted_worse,0.046979665756225586,98.52941176470588
77,3120024177.6243167,3056294920.7329626,39916173.45519352,worst,random,rejected,0.04799985885620117,100.0
78,3120024177.6243167,3056294920.7329626,39836341.10828313,time_window,greedy,accepted_worse,0.034465789794921875,98.52941176470588
79,3120024177.6243167,3056294920.7329626,39756668.42606656,worst,risk_priority,rejected,0.05009770393371582,87.3529411764706
80,3120024177.6243167,3056294920.7329626,39677155.08921443,random,regret,rejected,4.172088623046875,100.0
81,3120024177.6243167,3056294920.7329626,39597800.779036,time_window,risk_priority,rejected,0.05629444122314453,95.58823529411765
82,3120024177.6243167,3056294920.7329626,39518605.177477926,spatial,regret,rejected,0.4760622978210449,99.41176470588235
83,3112553877.624321,3056294920.7329626,39439567.96712297,random,greedy,improvement,0.05308103561401367,98.52941176470588
84,3112553877.624321,3056294920.7329626,39360688.83118872,worst,random,rejected,0.06708598136901855,100.0
85,3112553877.624321,3056294920.7329626,39281967.45352635,time_window,risk_priority,rejected,0.05478858947753906,95.0
86,3112553877.624321,3056294920.7329626,39203403.51861929,worst,greedy,accepted_worse,0.07700014114379883,98.52941176470588
87,3112553877.624321,3056294920.7329626,39124996.71158205,random,regret,rejected,4.308099269866943,100.0
88,3047065152.973052,3047065152.973052,39046746.718158886,time_window,random,new_best,0.06270861625671387,100.0
89,3047065152.973052,3047065152.973052,38968653.22472257,spatial,risk_priority,rejected,0.08457207679748535,95.0
90,3044740753.193055,3044740753.193055,38890715.91827313,random,greedy,new_best,0.06003141403198242,100.0
91,3044740753.193055,3044740753.193055,38812934.48643658,worst,risk_priority,rejected,0.08214354515075684,86.47058823529412
92,3044740753.193055,3044740753.193055,38735308.61746371,worst,random,rejected,0.06841206550598145,100.0
93,3044740753.193055,3044740753.193055,38657838.00022878,random,random,rejected,0.04598689079284668,100.0
94,3044740753.193055,3044740753.193055,38580522.32422832,spatial,regret,rejected,0.9223568439483643,99.41176470588235
95,3044740753.193055,3044740753.193055,38503361.27957986,worst,random,rejected,0.06511235237121582,100.0
96,3044740753.193055,3044740753.193055,38426354.5570207,spatial,regret,rejected,0.5747239589691162,100.0
97,3044740753.193055,3044740753.193055,38349501.84790666,time_window,regret,rejected,1.3602423667907715,100.0
98,3044740753.193055,3044740753.193055,38272802.84421084,spatial,risk_priority,rejected,0.09416842460632324,90.58823529411765
99,3044740753.193055,3044740753.193055,38196257.23852242,worst,regret,rejected,4.047427654266357,100.0
100,3044740753.193055,3044740753.193055,38119864.72404537,random,greedy,accepted_worse,0.0532376766204834,100.0
101,3044740753.193055,3044740753.193055,38043624.994597286,spatial,greedy,rejected,0.0876626968383789,99.70588235294117
102,3044740753.193055,3044740753.193055,37967537.74460809,time_window,greedy,accepted_worse,0.049185752868652344,100.0
103,3044740753.193055,3044740753.193055,37891602.669118874,time_window,greedy,accepted_worse,0.059386253356933594,100.0
104,3044313316.23654,3044313316.23654,37815819.463780634,random,greedy,new_best,0.06469607353210449,100.0
105,3044313316.23654,3044313316.23654,37740187.82485307,time_window,regret,rejected,2.9479806423187256,100.0
106,3044313316.23654,3044313316.23654,37664707.449203365,time_window,greedy,accepted_worse,0.04820966720581055,100.0
107,3044313316.23654,3044313316.23654,37589378.034304954,time_window,regret,rejected,1.4430272579193115,100.0
108,3044313316.23654,3044313316.23654,37514199.278236344,time_window,risk_priority,rejected,0.04920053482055664,96.47058823529412
109,3044313316.23654,3044313316.23654,37439170.87967987,spatial,regret,rejected,0.4850332736968994,99.70588235294117
110,3044313316.23654,3044313316.23654,37364292.53792051,random,greedy,accepted_worse,0.057373762130737305,100.0
111,3044313316.23654,3044313316.23654,37289563.95284467,spatial,risk_priority,rejected,0.06519389152526855,96.76470588235294
112,3044313316.23654,3044313316.23654,37214984.82493898,spatial,risk_priority,rejected,0.07785868644714355,94.70588235294117
113,3044313316.23654,3044313316.23654,37140554.8552891,spatial,random,rejected,0.07884001731872559,100.0
114,3044313316.23654,3044313316.23654,37066273.74557852,time_window,regret,rejected,2.597142457962036,100.0
115,3044313316.23654,3044313316.23654,36992141.198087364,worst,greedy,accepted_worse,0.06335330009460449,100.0
116,3044313316.23654,3044313316.23654,36918156.91569119,random,greedy,accepted_worse,0.055867910385131836,100.0
117,3044313316.23654,3044313316.23654,36844320.60185981,random,greedy,accepted_worse,0.051354169845581055,100.0
118,3044313316.23654,3044313316.23654,36770631.96065609,time_window,greedy,accepted_worse,0.0521388053894043,100.0
119,3044313316.23654,3044313316.23654,36697090.69673478,time_window,greedy,accepted_worse,0.05272650718688965,100.0
120,3044313316.23654,3044313316.23654,36623696.51534131,time_window,greedy,accepted_worse,0.06608438491821289,100.0
121,3044313316.23654,3044313316.23654,36550449.12231063,random,random,rejected,0.051015615463256836,100.0
122,3044313316.23654,3044313316.23654,36477348.22406601,spatial,random,rejected,0.08148479461669922,100.0
123,3044313316.23654,3044313316.23654,36404393.52761788,worst,greedy,rejected,0.07363247871398926,99.70588235294117
124,3044313316.23654,3044313316.23654,36331584.74056264,time_window,greedy,accepted_worse,0.05186653137207031,100.0
125,3044313316.23654,3044313316.23654,36258921.57108151,random,greedy,accepted_worse,0.031261444091796875,100.0
126,3044313316.23654,3044313316.23654,36186403.727939345,time_window,risk_priority,rejected,0.03220343589782715,97.94117647058823
127,3044313316.23654,3044313316.23654,36114030.92048346,random,risk_priority,rejected,0.03281974792480469,95.88235294117646
128,3044313316.23654,3044313316.23654,36041802.858642496,random,greedy,accepted_worse,0.027516841888427734,100.0
129,3044313316.23654,3044313316.23654,35969719.25292521,spatial,regret,rejected,0.5589497089385986,100.0
130,3044313316.23654,3044313316.23654,35897779.81441936,random,greedy,accepted_worse,0.05130410194396973,100.0
131,3058673592.3234854,3044313316.23654,35825984.25479052,worst,greedy,accepted_worse,0.06843376159667969,99.70588235294117
132,3058673592.3234854,3044313316.23654,35754332.28628094,worst,greedy,accepted_worse,0.07000112533569336,99.70588235294117
133,3058673592.3234854,3044313316.23654,35682823.62170838,time_window,risk_priority,rejected,0.04984855651855469,97.3529411764706
134,3058673592.3234854,3044313316.23654,35611457.97446496,random,regret,rejected,3.409152030944824,99.70588235294117
135,3058673592.3234854,3044313316.23654,35540235.05851603,spatial,greedy,rejected,0.07789850234985352,99.41176470588235
136,3058673592.3234854,3044313316.23654,35469154.588399,random,greedy,accepted_worse,0.054932355880737305,99.70588235294117
137,3058673592.3234854,3044313316.23654,35398216.279222205,time_window,greedy,accepted_worse,0.05597186088562012,99.70588235294117
138,3058673592.3234854,3044313316.23654,35327419.84666376,random,greedy,accepted_worse,0.05355644226074219,99.70588235294117
139,3058673592.3234854,3044313316.23654,35256765.00697043,worst,risk_priority,rejected,0.07062268257141113,89.41176470588235
140,3058673592.3234854,3044313316.23654,35186251.47695649,time_window,greedy,accepted_worse,0.04854226112365723,99.70588235294117
141,3058673592.3234854,3044313316.23654,35115878.97400258,worst,regret,rejected,4.247831106185913,99.11764705882354
142,3058673592.3234854,3044313316.23654,35045647.21605457,time_window,regret,rejected,1.197157382965088,100.0
143,3058673592.3234854,3044313316.23654,34975555.92162246,time_window,greedy,accepted_worse,0.051026105880737305,99.70588235294117
144,3058673592.3234854,3044313316.23654,34905604.80977922,random,greedy,accepted_worse,0.053444623947143555,99.70588235294117
145,3052815872.53828,3044313316.23654,34835793.60015966,time_window,regret,improvement,1.914179801940918,100.0
146,3052815872.53828,3044313316.23654,34766122.01295934,time_window,greedy,accepted_worse,0.0586245059967041,100.0
147,3052815872.53828,3044313316.23654,34696589.76893342,worst,greedy,accepted_worse,0.06443643569946289,100.0
148,3052815872.53828,3044313316.23654,34627196.58939555,time_window,greedy,accepted_worse,0.05057787895202637,100.0
149,3052815872.53828,3044313316.23654,34557942.19621676,time_window,risk_priority,rejected,0.050374507904052734,97.94117647058823
150,3052815872.53828,3044313316.23654,34488826.31182433,time_window,greedy,accepted_worse,0.049508094787597656,100.0
151,3052815872.53828,3044313316.23654,34419848.65920068,time_window,greedy,accepted_worse,0.05064511299133301,100.0
152,3052815872.53828,3044313316.23654,34351008.96188228,time_window,greedy,accepted_worse,0.053642988204956055,100.0
153,3052815872.53828,3044313316.23654,34282306.94395851,time_window,greedy,accepted_worse,0.052063703536987305,100.0
154,3052815872.53828,3044313316.23654,34213742.3300706,spatial,greedy,accepted_worse,0.07670807838439941,100.0
155,3052815872.53828,3044313316.23654,34145314.84541046,random,regret,rejected,3.162792682647705,100.0
156,3052815872.53828,3044313316.23654,34077024.21571964,random,greedy,accepted_worse,0.05138421058654785,100.0
157,3048957285.581767,3044313316.23654,34008870.1672882,worst,greedy,improvement,0.06641960144042969,100.0
158,3048957285.581767,3044313316.23654,33940852.42695362,random,regret,rejected,3.3267130851745605,100.0
159,3048957285.581767,3044313316.23654,33872970.722099714,time_window,greedy,accepted_worse,0.050522804260253906,100.0
160,3048957285.581767,3044313316.23654,33805224.78065552,worst,greedy,accepted_worse,0.03570389747619629,100.0
161,3048957285.581767,3044313316.23654,33737614.331094205,random,greedy,accepted_worse,0.026478052139282227,100.0
162,3048957285.581767,3044313316.23654,33670139.10243202,time_window,risk_priority,rejected,0.021657228469848633,97.94117647058823
163,3048957285.581767,3044313316.23654,33602798.824227154,random,greedy,accepted_worse,0.022599458694458008,100.0
164,3048957285.581767,3044313316.23654,33535593.2265787,time_window,random,rejected,0.024873018264770508,100.0
165,3048957285.581767,3044313316.23654,33468522.040125545,spatial,greedy,accepted_worse,0.033616065979003906,100.0
166,3048957285.581767,3044313316.23654,33401584.996045295,spatial,random,rejected,0.06797099113464355,100.0
167,3048957285.581767,3044313316.23654,33334781.826053206,worst,regret,rejected,3.721363067626953,99.70588235294117
168,3048957285.581767,3044313316.23654,33268112.2624011,time_window,greedy,accepted_worse,0.04851365089416504,100.0
169,3048957285.581767,3044313316.23654,33201576.037876297,worst,greedy,accepted_worse,0.06662297248840332,100.0
170,3048957285.581767,3044313316.23654,33135172.885800544,random,greedy,accepted_worse,0.05447101593017578,100.0
171,3048957285.581767,3044313316.23654,33068902.540028945,spatial,greedy,accepted_worse,0.07523655891418457,100.0
172,3048957285.581767,3044313316.23654,33002764.73494889,spatial,greedy,accepted_worse,0.06631135940551758,100.0
173,3048957285.581767,3044313316.23654,32936759.205478992,time_window,greedy,accepted_worse,0.04893851280212402,100.0
174,3048957285.581767,3044313316.23654,32870885.687068034,random,random,rejected,0.04806852340698242,100.0
175,3048957285.581767,3044313316.23654,32805143.915693898,random,regret,rejected,2.846791982650757,100.0
176,3048957285.581767,3044313316.23654,32739533.62786251,random,greedy,accepted_worse,0.05249166488647461,100.0
177,3048957285.581767,3044313316.23654,32674054.560606785,spatial,greedy,accepted_worse,0.07074666023254395,100.0
178,3048957285.581767,3044313316.23654,32608706.45148557,random,risk_priority,rejected,0.048467397689819336,97.3529411764706
179,3048957285.581767,3044313316.23654,32543489.0385826,spatial,regret,rejected,0.472667932510376,99.41176470588235
180,3048957285.581767,3044313316.23654,32478402.060505435,time_window,greedy,accepted_worse,0.047679901123046875,100.0
181,3048957285.581767,3044313316.23654,32413445.256384425,time_window,risk_priority,rejected,0.051531076431274414,97.3529411764706
182,3048957285.581767,3044313316.23654,32348618.365871657,time_window,risk_priority,rejected,0.048714637756347656,97.05882352941177
183,3048957285.581767,3044313316.23654,32283921.129139915,spatial,greedy,accepted_worse,0.06927895545959473,100.0
184,3048957285.581767,3044313316.23654,32219353.286881637,time_window,random,rejected,0.048184871673583984,100.0
185,3146399107.320851,3044313316.23654,32154914.580307875,spatial,greedy,accepted_worse,0.08020687103271484,99.70588235294117
186,3146399107.320851,3044313316.23654,32090604.75114726,time_window,random,rejected,0.048680782318115234,100.0
187,3146399107.320851,3044313316.23654,32026423.541644964,random,regret,rejected,3.0386111736297607,100.0
188,3146399107.320851,3044313316.23654,31962370.694561675,random,regret,rejected,2.7504031658172607,100.0
189,3144204089.929548,3044313316.23654,31898445.953172553,time_window,greedy,improvement,0.04648613929748535,99.70588235294117
190,3144204089.929548,3044313316.23654,31834649.06126621,spatial,greedy,accepted_worse,0.07378053665161133,99.70588235294117
191,3142870127.195641,3044313316.23654,31770979.763143677,random,regret,improvement,2.976928949356079,100.0
192,3142870127.195641,3044313316.23654,31707437.803617388,time_window,risk_priority,rejected,0.048398733139038086,95.0
193,3142870127.195641,3044313316.23654,31644022.928010155,time_window,risk_priority,rejected,0.047025442123413086,96.76470588235294
194,3142870127.195641,3044313316.23654,31580734.882154133,random,random,rejected,0.05012941360473633,100.0
195,3140068108.2904224,3044313316.23654,31517573.412389826,random,greedy,improvement,0.052826881408691406,99.70588235294117
196,3144685203.942596,3044313316.23654,31454538.265565045,worst,greedy,accepted_worse,0.06422996520996094,99.41176470588235
197,3144722334.3773785,3044313316.23654,31391629.189033914,worst,greedy,accepted_worse,0.06526732444763184,99.11764705882354
198,3144722334.3773785,3044313316.23654,31328845.93065585,random,greedy,accepted_worse,0.04843449592590332,99.11764705882354
199,3144722334.3773785,3044313316.23654,31266188.238794535,time_window,regret,rejected,1.081894874572754,100.0
200,3144722334.3773785,3044313316.23654,31203655.862316947,spatial,greedy,accepted_worse,0.06849980354309082,99.11764705882354
201,3144722334.3773785,3044313316.23654,31141248.550592314,time_window,greedy,accepted_worse,0.05230259895324707,99.11764705882354
202,3177706578.6834555,3044313316.23654,31078966.05349113,time_window,regret,accepted_worse,1.2865126132965088,100.0
203,3136052882.617405,3044313316.23654,31016808.121384148,worst,greedy,improvement,0.06783771514892578,99.70588235294117
204,3129480558.704367,3044313316.23654,30954774.505141377,worst,greedy,improvement,0.07326817512512207,99.70588235294117
205,3135496634.7913194,3044313316.23654,30892864.956131093,worst,greedy,accepted_worse,0.06481599807739258,99.70588235294117
206,3146382973.9217343,3044313316.23654,30831079.22621883,random,greedy,accepted_worse,0.05588555335998535,99.70588235294117
207,3146382973.9217343,3044313316.23654,30769417.067766394,spatial,greedy,accepted_worse,0.08157038688659668,99.70588235294117
208,3135031043.68088,3044313316.23654,30707878.233630862,time_window,regret,improvement,1.008490800857544,100.0
209,3135031043.68088,3044313316.23654,30646462.4771636,time_window,greedy,accepted_worse,0.05039787292480469,100.0
210,3135031043.68088,3044313316.23654,30585169.552209273,worst,regret,rejected,3.2955684661865234,99.70588235294117
211,3135031043.68088,3044313316.23654,30523999.213104855,spatial,greedy,accepted_worse,0.0607149600982666,100.0
212,3135031043.68088,3044313316.23654,30462951.214678645,spatial,greedy,accepted_worse,0.07203388214111328,100.0
213,3135031043.68088,3044313316.23654,30402025.312249288,spatial,greedy,rejected,0.0703880786895752,100.0
214,3135031043.68088,3044313316.23654,30341221.26162479,spatial,greedy,rejected,0.07092642784118652,100.0
215,3135031043.68088,3044313316.23654,30280538.819101542,random,greedy,accepted_worse,0.05263686180114746,100.0
216,3134439756.724359,3044313316.23654,30219977.74146334,random,greedy,improvement,0.053540945053100586,100.0
217,3134439756.724359,3044313316.23654,30159537.785980415,time_window,greedy,accepted_worse,0.049800872802734375,100.0
218,3134439756.724359,3044313316.23654,30099218.710408453,random,regret,rejected,2.655374526977539,100.0
219,3136392058.238271,3044313316.23654,30039020.272987638,time_window,regret,accepted_worse,0.24114322662353516,100.0
220,3136392058.238271,3044313316.23654,29978942.232441664,worst,regret,rejected,2.9962007999420166,100.0
221,3136392058.238271,3044313316.23654,29918984.34797678,random,greedy,accepted_worse,0.04929494857788086,100.0
222,3136392058.238271,3044313316.23654,29859146.379280828,time_window,greedy,accepted_worse,0.04514288902282715,100.0
223,3135743023.455663,3044313316.23654,29799428.086522266,worst,greedy,improvement,0.05999135971069336,100.0
224,3135743023.455663,3044313316.23654,29739829.23034922,spatial,regret,rejected,0.6697981357574463,99.41176470588235
225,3135743023.455663,3044313316.23654,29680349.57188852,time_window,greedy,accepted_worse,0.04973268508911133,100.0
226,3138483482.1513143,3044313316.23654,29620988.872744743,time_window,greedy,accepted_worse,0.04863858222961426,100.0
227,3138483482.1513143,3044313316.23654,29561746.894999254,time_window,greedy,accepted_worse,0.05251455307006836,100.0
228,3132089995.1948,3044313316.23654,29502623.401209258,worst,greedy,improvement,0.06647992134094238,100.0
229,3132089995.1948,3044313316.23654,29443618.154406838,random,greedy,accepted_worse,0.05162358283996582,100.0
230,3132089995.1948,3044313316.23654,29384730.918098025,spatial,greedy,rejected,0.07545781135559082,100.0
231,3132089995.1948,3044313316.23654,29325961.45626183,time_window,greedy,accepted_worse,0.042697906494140625,100.0
232,3132089995.1948,3044313316.23654,29267309.533349305,worst,regret,rejected,3.262970209121704,100.0
233,3132089995.1948,3044313316.23654,29208774.914282605,random,greedy,accepted_worse,0.0489954948425293,100.0
234,3132089995.1948,3044313316.23654,29150357.36445404,random,greedy,accepted_worse,0.045485734939575195,100.0
235,3132089995.1948,3044313316.23654,29092056.64972513,random,regret,rejected,2.678720712661743,100.0
236,3132089995.1948,3044313316.23654,29033872.53642568,time_window,greedy,accepted_worse,0.04431724548339844,100.0
237,3132089995.1948,3044313316.23654,28975804.791352827,time_window,greedy,accepted_worse,0.04350709915161133,100.0
238,3132089995.1948,3044313316.23654,28917853.18177012,time_window,greedy,accepted_worse,0.04646468162536621,100.0
239,3132089995.1948,3044313316.23654,28860017.47540658,time_window,regret,rejected,1.3214952945709229,100.0
240,3132089995.1948,3044313316.23654,28802297.44045577,random,regret,rejected,3.032017707824707,100.0
241,3132089995.1948,3044313316.23654,28744692.845574856,time_window,greedy,accepted_worse,0.04460597038269043,100.0
242,3012876406.2469835,3012876406.2469835,28687203.459883705,time_window,risk_priority,new_best,0.0531005859375,100.0
243,3012876406.2469835,3012876406.2469835,28629829.05296394,time_window,regret,rejected,1.1629087924957275,100.0
244,3012876406.2469835,3012876406.2469835,28572569.39485801,spatial,random,rejected,0.06778359413146973,100.0
245,3009462193.423489,3009462193.423489,28515424.256068293,worst,greedy,new_best,0.06853842735290527,100.0
246,3009462193.423489,3009462193.423489,28458393.407556158,worst,greedy,accepted_worse,0.06546473503112793,100.0
247,3009462193.423489,3009462193.423489,28401476.620741047,spatial,greedy,accepted_worse,0.06975030899047852,100.0
248,3009462193.423489,3009462193.423489,28344673.667499565,spatial,greedy,rejected,0.0702981948852539,100.0
249,3009462193.423489,3009462193.423489,28287984.320164565,time_window,greedy,accepted_worse,0.049784183502197266,100.0
250,3017887719.5104713,3009462193.423489,28231408.351524238,worst,greedy,accepted_worse,0.0604100227355957,100.0
251,3017973519.510472,3009462193.423489,28174945.53482119,time_window,regret,accepted_worse,0.046283721923828125,100.0
252,3017822319.7304707,3009462193.423489,28118595.643751547,worst,greedy,improvement,0.06136965751647949,100.0
253,3017822319.7304707,3009462193.423489,28062358.452464044,random,greedy,accepted_worse,0.04987812042236328,100.0
254,3017822319.7304707,3009462193.423489,28006233.735559117,spatial,greedy,accepted_worse,0.06704163551330566,100.0
255,3017822319.7304707,3009462193.423489,27950221.268087998,time_window,regret,rejected,0.7243857383728027,100.0
256,3017822319.7304707,3009462193.423489,27894320.825551823,worst,risk_priority,rejected,0.06374263763427734,89.11764705882354
257,3017822319.7304707,3009462193.423489,27838532.183900718,random,greedy,accepted_worse,0.04507565498352051,100.0
258,3017822319.7304707,3009462193.423489,27782855.119532917,random,greedy,accepted_worse,0.046204328536987305,100.0
259,3017822319.7304707,3009462193.423489,27727289.40929385,time_window,random,rejected,0.04420804977416992,100.0
260,3017822319.7304707,3009462193.423489,27671834.83047526,time_window,greedy,accepted_worse,0.046138763427734375,100.0
